"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of Protein Groups"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT Sequest HT"	"Number of Peptides by Search Engine Sequest HT"	"Number of Razor Peptides"	"Abundance F1 Sample"	"Abundance F2 Sample"	"Abundance F3 Sample"	"Found in Sample in S1 F1 Sample"	"Found in Sample in S2 F2 Sample"	"Found in Sample in S3 F3 Sample"	"Modifications"
"False"	"High"	"IsMasterProtein"	"2244"	"2244"	"0.000"	"44.566"	"28"	"10"	"16"	"10"	"1"	"479"	"53.8"	"9.55"	"43.73"	"10"	"0"	"9468190.61328125"	"28864617.140625"	"4674182.9453125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"0"	"0"	"0.000"	"44.533"	"19"	"8"	"17"	"8"	"1"	"552"	"61.6"	"8.90"	"54.35"	"8"	"0"	"4372802.9375"	"13153062.0625"	"698277.828125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"234"	"234"	"0.000"	"44.015"	"15"	"4"	"9"	"4"	"1"	"468"	"52.6"	"6.39"	"29.04"	"4"	"0"	"1521700.7578125"	"3345255.5390625"	"142705.25390625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1309"	"1309"	"0.000"	"44.009"	"35"	"9"	"10"	"9"	"1"	"432"	"46.3"	"7.06"	"31.86"	"9"	"0"	"7727691.703125"	"20388508"	"1714180.078125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1073"	"1073"	"0.000"	"44.001"	"18"	"7"	"11"	"7"	"1"	"532"	"59.2"	"5.62"	"43.89"	"7"	"0"	"7755337.265625"	"11784156.09375"	"596149.84375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2114"	"2114"	"0.000"	"43.979"	"12"	"7"	"12"	"7"	"1"	"980"	"109.2"	"5.63"	"45.41"	"7"	"0"	"7673424.625"	"18344026.0390625"	"564053.8515625"	"High"	"High"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"1294"	"1294"	"0.000"	"43.714"	"22"	"5"	"8"	"5"	"1"	"376"	"40.8"	"8.13"	"27.00"	"5"	"0"	"1191086.55859375"	"6167629.640625"	"2391576.703125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2253"	"2253"	"0.000"	"43.702"	"17"	"6"	"11"	"6"	"1"	"524"	"57.3"	"5.99"	"43.81"	"6"	"0"	"1694956.92382813"	"11843159.6875"	"1944567.328125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"455"	"455"	"0.000"	"43.612"	"17"	"7"	"14"	"7"	"1"	"702"	"77.6"	"5.50"	"54.92"	"7"	"0"	"74335775.625"	"278893460.875"	"33195315.875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"273"	"273"	"0.000"	"43.512"	"20"	"4"	"9"	"4"	"1"	"393"	"43.0"	"5.40"	"48.83"	"4"	"0"	"2887800.734375"	"3700739.34375"	""	"High"	"High"	"Not Found"	""
"False"	"High"	"IsMasterProtein"	"3186"	"3186"	"0.000"	"43.493"	"39"	"6"	"11"	"6"	"1"	"246"	"26.7"	"7.39"	"36.61"	"6"	"0"	"6660526.47265625"	"19489154.9375"	"803603.765625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2348"	"2348"	"0.000"	"43.373"	"22"	"4"	"6"	"4"	"1"	"321"	"34.1"	"5.19"	"34.07"	"4"	"0"	"9160969.53125"	"10853141.5"	""	"High"	"High"	"Not Found"	""
"False"	"High"	"IsMasterProtein"	"442"	"442"	"0.000"	"43.347"	"23"	"4"	"14"	"4"	"1"	"332"	"36.2"	"5.36"	"55.82"	"4"	"0"	"8818748.9375"	"17309515.3125"	"727381.720703125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2087"	"2087"	"0.000"	"43.256"	"8"	"7"	"10"	"7"	"1"	"1341"	"149.7"	"5.26"	"32.69"	"7"	"0"	"2712177.1171875"	"5981549.84375"	"355508.828125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1097"	"1097"	"0.000"	"43.234"	"51"	"3"	"7"	"3"	"1"	"70"	"7.6"	"5.95"	"34.63"	"3"	"0"	"32552659"	"93532832"	"2446847.9375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"106"	"106"	"0.000"	"43.107"	"13"	"6"	"11"	"6"	"1"	"703"	"79.8"	"7.12"	"44.61"	"6"	"0"	"4572897.84375"	"10231772.1875"	"932328.6875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"886"	"886"	"0.000"	"43.039"	"38"	"7"	"13"	"7"	"1"	"256"	"27.6"	"6.84"	"46.66"	"7"	"0"	"13293779.0625"	"39752293.375"	"3020617.578125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"210"	"210"	"0.000"	"43.022"	"23"	"7"	"14"	"7"	"1"	"474"	"53.1"	"5.60"	"39.25"	"7"	"0"	"17976965.25"	"45863814.15625"	"3101852.46875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"820"	"820"	"0.000"	"42.967"	"11"	"5"	"9"	"5"	"1"	"873"	"96.5"	"5.45"	"44.66"	"5"	"0"	"6019754.6875"	"6509162.75"	""	"High"	"High"	"Not Found"	""
"False"	"High"	"IsMasterProtein"	"101"	"101"	"0.000"	"42.810"	"35"	"5"	"10"	"5"	"1"	"312"	"33.8"	"5.26"	"43.12"	"5"	"0"	"8920118.7109375"	"12546504.34375"	"42081.1328125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1701"	"1701"	"0.000"	"42.784"	"17"	"5"	"10"	"5"	"1"	"529"	"58.8"	"5.11"	"41.06"	"5"	"0"	"4210401.15625"	"7073006.75"	"459653.55078125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"104"	"104"	"0.000"	"42.765"	"31"	"5"	"12"	"5"	"1"	"213"	"23.8"	"5.06"	"43.50"	"5"	"0"	"8411386.08935547"	"20540643.75"	"503977.69921875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"698"	"698"	"0.000"	"42.669"	"31"	"4"	"15"	"4"	"1"	"157"	"16.9"	"4.46"	"30.91"	"4"	"0"	"4128320.1796875"	"13411628.6953125"	"1373555.5390625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"689"	"689"	"0.000"	"42.552"	"22"	"8"	"14"	"8"	"1"	"493"	"55.6"	"4.81"	"50.61"	"8"	"0"	"8612463.3125"	"24962477.75"	"3201434.375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1502"	"1502"	"0.000"	"42.372"	"38"	"4"	"8"	"4"	"1"	"239"	"26.5"	"6.46"	"40.61"	"4"	"0"	"6810630.90722656"	"16358903.8125"	""	"High"	"High"	"Not Found"	""
"False"	"High"	"IsMasterProtein"	"1649"	"1649"	"0.000"	"42.296"	"38"	"6"	"12"	"6"	"1"	"258"	"26.9"	"5.44"	"51.38"	"6"	"0"	"16923766.375"	"39707490.5"	"948531.6953125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"940"	"940"	"0.000"	"42.256"	"26"	"5"	"11"	"5"	"1"	"375"	"42.6"	"6.04"	"37.02"	"5"	"0"	"19953994.8125"	"16080956.625"	"2166929.5625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1769"	"1769"	"0.000"	"42.254"	"29"	"6"	"12"	"6"	"1"	"275"	"31.3"	"6.61"	"51.97"	"6"	"0"	"8567539.0625"	"20815396"	"4827449.2734375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"38"	"38"	"0.000"	"42.245"	"20"	"8"	"12"	"8"	"1"	"583"	"66.8"	"5.21"	"48.10"	"8"	"0"	"6695467.875"	"22712669.28125"	"284143.126953125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2986"	"2986"	"0.000"	"42.142"	"16"	"7"	"13"	"7"	"1"	"766"	"84.3"	"5.66"	"44.46"	"7"	"0"	"2521610.046875"	"5745692.21875"	""	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1545"	"1545"	"0.000"	"42.141"	"14"	"6"	"13"	"6"	"1"	"599"	"65.6"	"5.10"	"33.10"	"6"	"0"	"3934641.46875"	"7910736"	"2895862.453125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1709"	"1709"	"0.000"	"42.093"	"41"	"6"	"15"	"6"	"1"	"219"	"23.4"	"5.41"	"48.17"	"6"	"0"	"10249188.3671875"	"19551140.5"	"333770.32421875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3098"	"3098"	"0.000"	"42.084"	"24"	"4"	"16"	"4"	"1"	"207"	"23.8"	"7.64"	"44.65"	"4"	"0"	"5953955.09375"	"13365632.59375"	"1681157.77880859"	"High"	"High"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"1282"	"1282"	"0.000"	"42.062"	"14"	"11"	"15"	"11"	"1"	"780"	"88.8"	"5.33"	"39.24"	"11"	"0"	"4982059.234375"	"15836182.109375"	"2500682.85546875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1196"	"1196"	"0.000"	"42.006"	"21"	"4"	"8"	"4"	"1"	"338"	"36.7"	"7.69"	"41.27"	"4"	"0"	"2239514.625"	"6679566.625"	""	"High"	"High"	"Not Found"	""
"False"	"High"	"IsMasterProtein"	"1945"	"1945"	"0.000"	"41.962"	"40"	"5"	"11"	"5"	"1"	"243"	"27.0"	"6.64"	"50.69"	"5"	"0"	"6783475.4375"	"16303479.75"	"646583.984375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"572"	"572"	"0.000"	"41.924"	"21"	"6"	"11"	"5"	"1"	"438"	"49.0"	"5.50"	"42.16"	"6"	"0"	"2306770.625"	"7063951.75"	"860321.25"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"211"	"211"	"0.000"	"41.749"	"23"	"6"	"10"	"6"	"1"	"360"	"39.8"	"6.73"	"34.33"	"6"	"0"	"4216415.33398438"	"17489881.4375"	""	"High"	"High"	"Not Found"	""
"False"	"High"	"IsMasterProtein"	"3534"	"3534"	"0.000"	"41.747"	"43"	"6"	"10"	"6"	"1"	"251"	"26.9"	"8.40"	"37.03"	"6"	"0"	"11208990.6796875"	"26006154.25"	"1040663.671875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2510"	"2510"	"0.000"	"41.730"	"35"	"6"	"10"	"6"	"1"	"226"	"25.2"	"7.94"	"34.60"	"6"	"0"	""	"5068704.71875"	"4958887.84375"	"Not Found"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1614"	"1614"	"0.000"	"41.698"	"29"	"7"	"11"	"7"	"1"	"375"	"42.1"	"5.10"	"36.11"	"7"	"0"	"10141251.0800781"	"24847071.4375"	"1532444.9921875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3353"	"3353"	"0.000"	"41.576"	"28"	"5"	"12"	"5"	"1"	"277"	"31.6"	"5.48"	"47.72"	"5"	"0"	"5304522.25"	"13549287.6875"	"75823.6220703125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3634"	"3634"	"0.000"	"41.563"	"33"	"9"	"14"	"9"	"1"	"430"	"45.7"	"6.29"	"42.40"	"9"	"0"	"6990811.25"	"31983092.8125"	"3241554.9609375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1668"	"1668"	"0.000"	"41.437"	"28"	"5"	"8"	"5"	"1"	"369"	"40.3"	"5.03"	"37.07"	"5"	"0"	"5267168.375"	"8586841.5"	"1664812.21875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1479"	"1479"	"0.000"	"41.354"	"19"	"6"	"10"	"6"	"1"	"535"	"58.2"	"6.19"	"37.33"	"6"	"0"	"3444454.7890625"	"7814455.6875"	"103774.796875"	"High"	"High"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"321"	"321"	"0.000"	"41.339"	"18"	"7"	"9"	"7"	"1"	"561"	"63.0"	"6.51"	"35.96"	"7"	"0"	"1180960.6875"	"8146694.46875"	"19406.984375"	"High"	"High"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"143"	"143"	"0.000"	"41.220"	"23"	"2"	"5"	"2"	"1"	"222"	"24.8"	"7.72"	"35.68"	"2"	"0"	"3692817.1875"	"6927401.5625"	"28601.654296875"	"High"	"High"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"3345"	"3345"	"0.000"	"41.199"	"77"	"7"	"17"	"7"	"1"	"82"	"9.0"	"9.19"	"62.87"	"7"	"0"	"26926786.515625"	"68161461.6875"	"1175007.5625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"838"	"838"	"0.000"	"41.039"	"46"	"7"	"12"	"7"	"1"	"233"	"26.0"	"5.01"	"36.67"	"7"	"0"	"2587314.453125"	"7347665.875"	"1061919.83203125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1763"	"1763"	"0.000"	"40.991"	"30"	"6"	"9"	"6"	"1"	"291"	"33.3"	"4.79"	"32.65"	"6"	"0"	"3117990.77734375"	"19886294.75"	""	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2018"	"2018"	"0.000"	"40.927"	"23"	"3"	"4"	"3"	"1"	"308"	"31.9"	"4.70"	"27.19"	"3"	"0"	"4807374.875"	"11760106.875"	""	"Peak Found"	"High"	"Not Found"	""
"False"	"High"	"IsMasterProtein"	"339"	"339"	"0.000"	"40.922"	"35"	"5"	"15"	"5"	"1"	"63"	"7.4"	"9.86"	"45.53"	"5"	"0"	"69759226.96875"	"162141585.5"	"1000099.6640625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1388"	"1388"	"0.000"	"40.870"	"20"	"4"	"7"	"4"	"1"	"481"	"52.4"	"6.76"	"30.02"	"4"	"0"	"2092404.28125"	"5206690.09375"	""	"High"	"High"	"Not Found"	""
"False"	"High"	"IsMasterProtein"	"1819"	"1819"	"0.000"	"40.824"	"13"	"5"	"12"	"5"	"1"	"646"	"72.9"	"5.44"	"43.15"	"5"	"0"	"4375368.078125"	"10920930.34375"	"378705.6953125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"699"	"699"	"0.000"	"40.785"	"30"	"9"	"15"	"9"	"1"	"221"	"25.2"	"5.29"	"48.69"	"9"	"0"	"20262802.5419922"	"38222846.5"	"1944195.234375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"12"	"12"	"0.000"	"40.699"	"42"	"7"	"11"	"7"	"1"	"211"	"23.6"	"9.39"	"31.83"	"7"	"0"	"6051569.87109375"	"16405651.8125"	"827707.9765625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1499"	"1499"	"0.000"	"40.614"	"19"	"6"	"10"	"6"	"1"	"397"	"44.0"	"7.31"	"43.35"	"6"	"0"	"2199789.0625"	"6507158.875"	"679276.34375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3165"	"3165"	"0.000"	"40.337"	"49"	"6"	"19"	"6"	"1"	"133"	"15.0"	"9.66"	"62.53"	"6"	"0"	"59751786.46875"	"207452623.65625"	"5460574.44921875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3175"	"3175"	"0.000"	"40.290"	"34"	"3"	"6"	"3"	"1"	"117"	"12.6"	"10.58"	"38.09"	"3"	"0"	"18332811.8046875"	"40918551.25"	"219306.96875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"909"	"909"	"0.000"	"40.167"	"18"	"5"	"9"	"5"	"1"	"461"	"48.4"	"4.18"	"41.17"	"5"	"0"	"8455160.625"	"10704267.5"	"4898678.9375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3294"	"3294"	"0.000"	"40.157"	"42"	"5"	"10"	"5"	"1"	"124"	"13.7"	"10.86"	"42.28"	"5"	"0"	"15136241"	"70942113.71875"	"3531046.84375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1486"	"1486"	"0.000"	"39.974"	"26"	"8"	"13"	"8"	"1"	"551"	"60.7"	"8.51"	"40.71"	"8"	"0"	"3980216.0703125"	"12691715.59375"	"1164074.765625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3304"	"3304"	"0.000"	"39.892"	"45"	"6"	"11"	"6"	"1"	"207"	"22.4"	"5.30"	"29.75"	"6"	"0"	"17835035.484375"	"39518809.28125"	"1164816.5703125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2431"	"2431"	"0.000"	"39.862"	"33"	"6"	"9"	"6"	"1"	"278"	"30.5"	"5.12"	"31.81"	"6"	"0"	"4358260.5625"	"7743958.375"	"2345563.4375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1872"	"1872"	"0.000"	"39.787"	"22"	"5"	"9"	"5"	"1"	"370"	"41.7"	"5.62"	"33.33"	"5"	"0"	"3513410.375"	"8159056.671875"	""	"High"	"High"	"Not Found"	""
"False"	"High"	"IsMasterProtein"	"2356"	"2356"	"0.000"	"39.726"	"32"	"6"	"8"	"6"	"1"	"342"	"35.7"	"7.02"	"34.15"	"6"	"0"	"367132.375"	"8260580.25"	"255433.3125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1610"	"1610"	"0.000"	"39.535"	"22"	"5"	"9"	"5"	"1"	"388"	"43.1"	"4.73"	"37.18"	"5"	"0"	"8140958"	"15365187.65625"	"1780457.95019531"	"High"	"High"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"565"	"565"	"0.000"	"39.524"	"17"	"7"	"15"	"7"	"1"	"521"	"56.1"	"5.49"	"53.43"	"7"	"0"	"11227055.15625"	"28324526.3125"	"4770015.046875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1493"	"1493"	"0.000"	"39.511"	"33"	"6"	"10"	"6"	"1"	"303"	"34.4"	"6.68"	"38.65"	"6"	"0"	"5158808.25"	"8002987.875"	"1675273.4375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1148"	"1148"	"0.000"	"39.434"	"21"	"5"	"10"	"5"	"1"	"418"	"47.0"	"5.86"	"35.29"	"5"	"0"	"1019311.1875"	"1775171.5"	"192078.3828125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3664"	"3664"	"0.000"	"39.398"	"13"	"2"	"9"	"2"	"1"	"277"	"30.7"	"6.25"	"22.21"	"2"	"0"	"330745.799316406"	"4674109.5859375"	"301480.084960938"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1428"	"1428"	"0.000"	"39.390"	"16"	"5"	"11"	"5"	"1"	"645"	"71.8"	"5.63"	"52.78"	"5"	"0"	"6742202.28125"	"13203171.0625"	"142757.734375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1160"	"1160"	"0.000"	"39.316"	"41"	"8"	"12"	"8"	"1"	"238"	"27.0"	"6.93"	"36.42"	"8"	"0"	"6632993.83007813"	"23530558.4375"	"2629143.359375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2117"	"2117"	"0.000"	"38.999"	"19"	"8"	"14"	"8"	"1"	"552"	"59.6"	"6.06"	"38.82"	"8"	"0"	"6765120.2746582"	"27641150.671875"	"7586193.3125"	"Peak Found"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3434"	"3434"	"0.000"	"38.921"	"20"	"6"	"10"	"6"	"1"	"641"	"70.1"	"5.11"	"40.41"	"6"	"0"	"2434610.25"	"8611501"	"251141.078125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3266"	"3266"	"0.000"	"38.773"	"34"	"7"	"12"	"7"	"1"	"310"	"34.5"	"6.58"	"40.98"	"7"	"0"	"3983536.375"	"12530854.875"	"131972.328125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"704"	"704"	"0.000"	"38.760"	"20"	"7"	"13"	"7"	"1"	"453"	"47.5"	"4.96"	"48.82"	"7"	"0"	"12286396.875"	"25537949"	"2212909.9453125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2266"	"2266"	"0.000"	"38.740"	"20"	"7"	"11"	"7"	"1"	"639"	"70.8"	"6.51"	"34.92"	"7"	"0"	"1857381.4765625"	"7823368.90625"	"612441.4375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"235"	"235"	"0.000"	"38.730"	"33"	"6"	"10"	"6"	"1"	"227"	"25.5"	"5.97"	"38.79"	"6"	"0"	"6745986.9375"	"15195629.375"	"294105.1875"	"High"	"High"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"931"	"931"	"0.000"	"38.630"	"27"	"6"	"10"	"6"	"1"	"313"	"35.3"	"6.74"	"35.16"	"6"	"0"	"3410656.5"	"6696479.359375"	"181606.265625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"18"	"18"	"0.000"	"38.615"	"20"	"6"	"9"	"6"	"1"	"439"	"49.0"	"8.31"	"31.13"	"6"	"0"	"3899342.28125"	"5796893.875"	"894897.025390625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"445"	"445"	"0.000"	"38.445"	"49"	"5"	"13"	"5"	"1"	"108"	"11.8"	"4.56"	"36.64"	"5"	"0"	"23071701.25"	"46125870.15625"	"5062564.640625"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2569"	"2569"	"0.000"	"38.421"	"12"	"6"	"7"	"6"	"1"	"967"	"105.3"	"4.32"	"31.42"	"6"	"0"	"789958.5625"	"4556302"	"276679.75"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"29"	"29"	"0.000"	"38.380"	"39"	"5"	"8"	"5"	"1"	"279"	"29.8"	"5.38"	"48.28"	"5"	"0"	"2961474.8984375"	"8087944.5"	"161288.8125"	"High"	"High"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"2424"	"2424"	"0.000"	"38.328"	"23"	"8"	"14"	"8"	"1"	"561"	"62.2"	"6.02"	"47.79"	"8"	"0"	"10047113.3632813"	"23973479.625"	"830916.453125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"31"	"31"	"0.000"	"38.233"	"28"	"4"	"9"	"4"	"1"	"303"	"35.3"	"8.51"	"45.95"	"4"	"0"	"1849838.5"	"3899719.71875"	"583699.625"	"High"	"High"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"3043"	"3043"	"0.000"	"38.192"	"55"	"4"	"15"	"4"	"1"	"136"	"15.1"	"6.34"	"35.47"	"4"	"0"	"4852891.921875"	"34605447.09375"	"10082009.8828125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"419"	"419"	"0.000"	"38.171"	"42"	"5"	"19"	"5"	"1"	"169"	"18.6"	"4.61"	"65.45"	"5"	"0"	"99648959.3359375"	"208512312.5"	"6860657.67382813"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1849"	"1849"	"0.000"	"38.103"	"33"	"6"	"11"	"6"	"1"	"246"	"28.1"	"6.86"	"38.12"	"6"	"0"	"11243383.625"	"17666338.875"	"835268.0546875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"621"	"621"	"0.000"	"37.961"	"69"	"6"	"9"	"6"	"1"	"135"	"15.0"	"5.34"	"22.10"	"6"	"0"	""	"126352.83203125"	"10416245.9375"	"High"	"Peak Found"	"High"	""
"False"	"High"	"IsMasterProtein"	"160"	"160"	"0.000"	"37.874"	"32"	"3"	"8"	"3"	"1"	"161"	"17.0"	"4.07"	"30.01"	"3"	"0"	"2622090.140625"	"19161829.9375"	"2674079.375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2069"	"2069"	"0.000"	"37.773"	"19"	"5"	"9"	"5"	"1"	"473"	"52.6"	"6.54"	"39.06"	"5"	"0"	"6560907.125"	"13740664.125"	""	"High"	"High"	"Not Found"	""
"False"	"High"	"IsMasterProtein"	"3303"	"3303"	"0.000"	"37.677"	"13"	"5"	"11"	"5"	"1"	"613"	"68.1"	"7.01"	"41.04"	"5"	"0"	"3897592.11425781"	"9912470.0078125"	"338336.09375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2249"	"2249"	"0.000"	"37.651"	"23"	"5"	"12"	"5"	"1"	"261"	"26.6"	"9.95"	"44.96"	"5"	"0"	"8445049.9765625"	"16960577.390625"	"2662747.6484375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2455"	"2455"	"0.000"	"37.619"	"20"	"7"	"11"	"7"	"1"	"572"	"65.6"	"8.82"	"43.97"	"7"	"0"	"8624820.875"	"15949235.875"	"1147850.953125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"813"	"813"	"0.000"	"37.606"	"51"	"6"	"11"	"6"	"1"	"201"	"22.1"	"5.21"	"36.00"	"6"	"0"	"13275636.046875"	"41715446"	"1595053.54296875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"859"	"859"	"0.000"	"37.432"	"24"	"7"	"10"	"7"	"1"	"518"	"58.2"	"6.57"	"38.84"	"7"	"0"	"5991364.4375"	"9513227"	"834104.57421875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2263"	"2263"	"0.000"	"37.198"	"31"	"4"	"7"	"4"	"1"	"217"	"24.4"	"9.10"	"29.10"	"4"	"0"	"5321320.109375"	"22420848.375"	"3932305.25"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1184"	"1184"	"0.000"	"37.190"	"26"	"8"	"12"	"8"	"1"	"334"	"37.0"	"4.91"	"37.40"	"8"	"0"	"6621136.875"	"14933960.8125"	"641814.96875"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3089"	"3089"	"0.000"	"37.027"	"40"	"6"	"12"	"6"	"1"	"206"	"22.2"	"4.60"	"42.80"	"6"	"0"	"50416212.90625"	"104000939.46875"	"13179404.75"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"2132"	"2132"	"0.000"	"37.022"	"36"	"6"	"10"	"6"	"1"	"230"	"24.8"	"5.00"	"33.71"	"6"	"0"	"32131429.5634766"	"75079978"	"1672041.328125"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"1438"	"1438"	"0.000"	"36.930"	"43"	"9"	"13"	"9"	"1"	"328"	"37.8"	"8.78"	"42.19"	"9"	"0"	"8763230.796875"	"23487295.9375"	"1416025.4375"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"614"	"614"	"0.000"	"36.810"	"18"	"4"	"9"	"4"	"1"	"341"	"37.3"	"8.68"	"36.31"	"4"	"0"	"3166351.234375"	"7902639.359375"	"35463.515625"	"High"	"High"	"Peak Found"	""
"False"	"High"	"IsMasterProtein"	"1203"	"1203"	"0.000"	"36.660"	"20"	"4"	"8"	"4"	"1"	"414"	"46.6"	"4.78"	"39.91"	"4"	"0"	"2064870.75"	"4283621.75"	"1128260.5"	"High"	"High"	"High"	""
"False"	"High"	"IsMasterProtein"	"3133"	"3133"	"0.000"	"36.650"	"22"	"6"	"9"	"6"	"1"	"328"	"35.8"	"6.96"	"29.04"	"6"	"0"	"6334991.203125"	"8179452.15625"	"518025.484375"	"High"	"High"	"High"	""
